Nummer;Score;Bewertungen;Land;Vorwahl;Suchanfragen;Anruftyp;Anrufname;Vorwahlname;Deeplink;CallerTypeId
021611619039898;9;35;49;2161;2919;Telefonterror;Gewinnspiel Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039898;7;
+4921619039898;9;35;49;2161;2919;Telefonterror;Gewinnspiel Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039898;7;
01741747449611;8;16;49;174;4702;Telefonterror;;Vodafone;https://www.tellows.de/num/01741747449611;7;
+491747449611;8;16;49;174;4702;Telefonterror;;Vodafone;https://www.tellows.de/num/01741747449611;7;
03093033074989;8;18;49;30;2007;Ping Anruf;49 30 33074989;Berlin;https://www.tellows.de/num/03093033074989;10;
+493033074989;8;18;49;30;2007;Ping Anruf;49 30 33074989;Berlin;https://www.tellows.de/num/03093033074989;10;
015515510655862;8;21;49;155;3223;Kostenfalle;VP;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510655862;8;
+4915510655862;8;21;49;155;3223;Kostenfalle;VP;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510655862;8;
01631630403191;8;10;49;163;3350;Gewinnspiel;Telemarketing woher ?;E-Plus Mobilfunk;https://www.tellows.de/num/01631630403191;3;
+491630403191;8;10;49;163;3350;Gewinnspiel;Telemarketing woher ?;E-Plus Mobilfunk;https://www.tellows.de/num/01631630403191;3;
004921619060882;7;69;49;2161;78450;Aggressive Werbung;Santander Bank;Mönchengladbach;https://www.tellows.de/num/004921619060882;5;
021619060882;7;69;49;2161;78450;Aggressive Werbung;Santander Bank;Mönchengladbach;https://www.tellows.de/num/004921619060882;5;
072172118122015;8;21;49;721;10797;Kostenfalle;1&1;Karlsruhe;https://www.tellows.de/num/072172118122015;8;
+4972118122015;8;21;49;721;10797;Kostenfalle;1&1;Karlsruhe;https://www.tellows.de/num/072172118122015;8;
017617688840068;7;38;49;176;36319;Aggressive Werbung;O2 Werbung;O2 (Germany);https://www.tellows.de/num/017617688840068;5;
+4917688840068;7;38;49;176;36319;Aggressive Werbung;O2 Werbung;O2 (Germany);https://www.tellows.de/num/017617688840068;5;
0309305156524680;9;21;49;30;4851;Telefonterror;Bewertungen löschen;Berlin;https://www.tellows.de/num/0309305156524680;7;
+49305156524680;9;21;49;30;4851;Telefonterror;Bewertungen löschen;Berlin;https://www.tellows.de/num/0309305156524680;7;
+43720607095;8;61;43;720;13637;Telefonterror;Spam Österreich;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607095;7;
03093046690010;8;129;49;30;65331;Meinungsforschung;trendtest GmbH;Berlin;https://www.tellows.de/num/03093046690010;6;
+493046690010;8;129;49;30;65331;Meinungsforschung;trendtest GmbH;Berlin;https://www.tellows.de/num/03093046690010;6;
069969380791449;8;30;49;69;24268;Telefonterror;Fake Paypal;Frankfurt am Main;https://www.tellows.de/num/069969380791449;7;
+4969380791449;8;30;49;69;24268;Telefonterror;Fake Paypal;Frankfurt am Main;https://www.tellows.de/num/069969380791449;7;
017617688840142;8;15;49;176;6835;Aggressive Werbung;O² Kundenservice;O2 (Germany);https://www.tellows.de/num/017617688840142;5;
+4917688840142;8;15;49;176;6835;Aggressive Werbung;O² Kundenservice;O2 (Germany);https://www.tellows.de/num/017617688840142;5;
015115112207921;8;55;49;1511;7005;Kostenfalle;Lotto Anruf;T-Mobile;https://www.tellows.de/num/015115112207921;8;
+4915112207921;8;55;49;1511;7005;Kostenfalle;Lotto Anruf;T-Mobile;https://www.tellows.de/num/015115112207921;8;
021611619039936;8;20;49;2161;2618;Aggressive Werbung;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039936;5;
+4921619039936;8;20;49;2161;2618;Aggressive Werbung;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039936;5;
034134198982311;8;9;49;341;3062;Aggressive Werbung;Consors;Leipzig;https://www.tellows.de/num/034134198982311;5;
+4934198982311;8;9;49;341;3062;Aggressive Werbung;Consors;Leipzig;https://www.tellows.de/num/034134198982311;5;
017617688840141;7;15;49;176;8694;Unbekannt;O2 Mitarbeitern;O2 (Germany);https://www.tellows.de/num/017617688840141;1;
+4917688840141;7;15;49;176;8694;Unbekannt;O2 Mitarbeitern;O2 (Germany);https://www.tellows.de/num/017617688840141;1;
017617688840154;8;5;49;176;3250;Kostenfalle;O2 angeblich;O2 (Germany);https://www.tellows.de/num/017617688840154;8;
+4917688840154;8;5;49;176;3250;Kostenfalle;O2 angeblich;O2 (Germany);https://www.tellows.de/num/017617688840154;8;
015255256261452;8;55;49;1525;6847;Telefonterror;Gewinnspiel;Vodafone D2 GmbH;https://www.tellows.de/num/015255256261452;7;
+4915256261452;8;55;49;1525;6847;Telefonterror;Gewinnspiel;Vodafone D2 GmbH;https://www.tellows.de/num/015255256261452;7;
022322327014048;8;9;49;2232;2997;Telefonterror;Deutsche Gesundheitsvorsorge;Brühl Rheinl;https://www.tellows.de/num/022322327014048;7;
+4922327014048;8;9;49;2232;2997;Telefonterror;Deutsche Gesundheitsvorsorge;Brühl Rheinl;https://www.tellows.de/num/022322327014048;7;
015755753803672;8;72;49;1575;9890;Gewinnspiel;Gewinnspiele.....;E-Plus;https://www.tellows.de/num/015755753803672;3;
+4915753803672;8;72;49;1575;9890;Gewinnspiel;Gewinnspiele.....;E-Plus;https://www.tellows.de/num/015755753803672;3;
017617688840118;7;47;49;176;29843;Telefonterror;Blau;O2 (Germany);https://www.tellows.de/num/017617688840118;7;
+4917688840118;7;47;49;176;29843;Telefonterror;Blau;O2 (Germany);https://www.tellows.de/num/017617688840118;7;
004915792530172;8;43;49;1579;14331;Aggressive Werbung;Angeblich Telekom;simquadrat;https://www.tellows.de/num/004915792530172;5;
015792530172;8;43;49;1579;14331;Aggressive Werbung;Angeblich Telekom;simquadrat;https://www.tellows.de/num/004915792530172;5;
03093022389734;8;11;49;30;5825;Kostenfalle;Deutsche Bank;Berlin;https://www.tellows.de/num/03093022389734;8;
+493022389734;8;11;49;30;5825;Kostenfalle;Deutsche Bank;Berlin;https://www.tellows.de/num/03093022389734;8;
+43720607019;8;47;43;720;14599;Telefonterror;Pflegeversicherung;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607019;7;
022822833690365;8;17;49;228;2644;Telefonterror;49 228 33690365;Bonn;https://www.tellows.de/num/022822833690365;7;
+4922833690365;8;17;49;228;2644;Telefonterror;49 228 33690365;Bonn;https://www.tellows.de/num/022822833690365;7;
052462469052302;7;44;49;5246;72115;Inkassounternehmen;Paigo;Verl;https://www.tellows.de/num/052462469052302;4;
+4952469052302;7;44;49;5246;72115;Inkassounternehmen;Paigo;Verl;https://www.tellows.de/num/052462469052302;4;
08008003311218;8;8;49;800;5416;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003311218;7;
+498003311218;8;8;49;800;5416;Telefonterror;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003311218;7;
021121181994862;8;107;49;211;24027;Aggressive Werbung;Stromanbieter;Düsseldorf;https://www.tellows.de/num/021121181994862;5;
+4921181994862;8;107;49;211;24027;Aggressive Werbung;Stromanbieter;Düsseldorf;https://www.tellows.de/num/021121181994862;5;
+43720607005;8;49;43;720;13935;Aggressive Werbung;Bandansage;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607005;5;
03413419950162;7;347;49;341;218216;Meinungsforschung;Medienforschung;Leipzig;https://www.tellows.de/num/03413419950162;6;
+493419950162;7;347;49;341;218216;Meinungsforschung;Medienforschung;Leipzig;https://www.tellows.de/num/03413419950162;6;
017617666401159;8;36;49;176;7674;Kostenfalle;Deutsche Vorteilspakete;O2 (Germany);https://www.tellows.de/num/017617666401159;8;
+4917666401159;8;36;49;176;7674;Kostenfalle;Deutsche Vorteilspakete;O2 (Germany);https://www.tellows.de/num/017617666401159;8;
08998999727963;7;12;49;89;10749;Aggressive Werbung;Angeblich Sky;München;https://www.tellows.de/num/08998999727963;5;
+498999727963;7;12;49;89;10749;Aggressive Werbung;Angeblich Sky;München;https://www.tellows.de/num/08998999727963;5;
+4373290353;7;124;43;732;158856;Meinungsforschung;IMAS Linz;Linz;https://www.tellows.de/num/%2B4373290353;6;
022032035710643;7;25;49;2203;10798;Meinungsforschung;Umfrage Anruf;Köln-Porz;https://www.tellows.de/num/022032035710643;6;
+4922035710643;7;25;49;2203;10798;Meinungsforschung;Umfrage Anruf;Köln-Porz;https://www.tellows.de/num/022032035710643;6;
+43720607071;8;54;43;720;12935;Kostenfalle;Pflege Anruf;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607071;8;
01741745602207;8;77;49;174;26461;Telefonterror;Fake Umfrage;Vodafone;https://www.tellows.de/num/01741745602207;7;
+491745602207;8;77;49;174;26461;Telefonterror;Fake Umfrage;Vodafone;https://www.tellows.de/num/01741745602207;7;
+43720607032;8;38;43;720;13226;Aggressive Werbung;aggressiv Werbung;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607032;5;
08008000009201;7;62;49;800;41261;Aggressive Werbung;Telekom Kundenservice;Kostenlose Rufnummer;https://www.tellows.de/num/08008000009201;5;
+498000009201;7;62;49;800;41261;Aggressive Werbung;Telekom Kundenservice;Kostenlose Rufnummer;https://www.tellows.de/num/08008000009201;5;
+43720607034;8;56;43;720;14099;Aggressive Werbung;Telefonwerbung  Österreich;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607034;5;
004920915704538;8;60;49;209;35806;Aggressive Werbung;Angeblich Telekom;Gelsenkirchen;https://www.tellows.de/num/004920915704538;5;
020915704538;8;60;49;209;35806;Aggressive Werbung;Angeblich Telekom;Gelsenkirchen;https://www.tellows.de/num/004920915704538;5;
08998999727996;8;18;49;89;7566;Aggressive Werbung;Sky;München;https://www.tellows.de/num/08998999727996;5;
+498999727996;8;18;49;89;7566;Aggressive Werbung;Sky;München;https://www.tellows.de/num/08998999727996;5;
+43720607052;8;43;43;720;11149;Kostenfalle;Betrüger;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607052;8;
+43720607100;8;52;43;720;13917;Aggressive Werbung;Pflegeleistungen;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607100;5;
017617688840153;8;10;49;176;3117;Telefonterror;O2;O2 (Germany);https://www.tellows.de/num/017617688840153;7;
+4917688840153;8;10;49;176;3117;Telefonterror;O2;O2 (Germany);https://www.tellows.de/num/017617688840153;7;
021611619039897;8;28;49;2161;2316;Telefonterror;Gewinnspiel Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039897;7;
+4921619039897;8;28;49;2161;2316;Telefonterror;Gewinnspiel Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039897;7;
016016092149461;8;76;49;160;37892;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/016016092149461;7;
+4916092149461;8;76;49;160;37892;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/016016092149461;7;
015515510783244;8;21;49;155;2351;Aggressive Werbung;Nerven immer wieder!!!;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510783244;5;
+4915510783244;8;21;49;155;2351;Aggressive Werbung;Nerven immer wieder!!!;E-Plus 3G Luxb.;https://www.tellows.de/num/015515510783244;5;
+43720607016;8;61;43;720;15194;Aggressive Werbung;Bandansage Pflege;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607016;5;
021611619039941;8;27;49;2161;2492;Telefonterror;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039941;7;
+4921619039941;8;27;49;2161;2492;Telefonterror;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039941;7;
+43720607091;8;44;43;720;10945;Aggressive Werbung;DLB;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607091;5;
+43720607012;8;37;43;720;11337;Aggressive Werbung;Anruf Bandansage;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607012;5;
078088088788790;8;152;49;7808;51111;Aggressive Werbung;Meinepflegerversicherung;Hohberg b Offenburg;https://www.tellows.de/num/078088088788790;5;
+4978088788790;8;152;49;7808;51111;Aggressive Werbung;Meinepflegerversicherung;Hohberg b Offenburg;https://www.tellows.de/num/078088088788790;5;
0309302332693785;8;155;49;30;96618;Kostenfalle;Zielpunkt;Berlin;https://www.tellows.de/num/0309302332693785;8;
+49302332693785;8;155;49;30;96618;Kostenfalle;Zielpunkt;Berlin;https://www.tellows.de/num/0309302332693785;8;
030930499189803;8;8;49;30;4754;Meinungsforschung;Info GmbH;Berlin;https://www.tellows.de/num/030930499189803;6;
+4930499189803;8;8;49;30;4754;Meinungsforschung;Info GmbH;Berlin;https://www.tellows.de/num/030930499189803;6;
038348343450258;9;9;49;3834;2526;Ping Anruf;Spam Anruf;Greifswald;https://www.tellows.de/num/038348343450258;10;
+4938343450258;9;9;49;3834;2526;Ping Anruf;Spam Anruf;Greifswald;https://www.tellows.de/num/038348343450258;10;
037137191909075;8;19;49;371;2599;SMS Spam;Google;Chemnitz;https://www.tellows.de/num/037137191909075;11;
+4937191909075;8;19;49;371;2599;SMS Spam;Google;Chemnitz;https://www.tellows.de/num/037137191909075;11;
+43720607094;8;39;43;720;10454;Aggressive Werbung;Pflegeversicherung angeblich;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607094;5;
+43720607083;8;38;43;720;11344;Aggressive Werbung;Pflegelösung;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607083;5;
+43720607085;8;37;43;720;10977;Aggressive Werbung;Pflegeanruf Fake;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607085;5;
+43720607044;8;46;43;720;11929;Aggressive Werbung;Werbeanruf;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607044;5;
061421427892493;8;57;49;6142;16488;Aggressive Werbung;Solaranlage;Rüsselsheim;https://www.tellows.de/num/061421427892493;5;
+4961427892493;8;57;49;6142;16488;Aggressive Werbung;Solaranlage;Rüsselsheim;https://www.tellows.de/num/061421427892493;5;
040940299968886;8;19;49;40;3203;Telefonterror;solarguru;Hamburg;https://www.tellows.de/num/040940299968886;7;
+4940299968886;8;19;49;40;3203;Telefonterror;solarguru;Hamburg;https://www.tellows.de/num/040940299968886;7;
08008003300334;8;37;49;800;31549;Aggressive Werbung;telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003300334;5;
+498003300334;8;37;49;800;31549;Aggressive Werbung;telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003300334;5;
06996967773904;7;7;49;69;3368;Aggressive Werbung;DWG;Frankfurt am Main;https://www.tellows.de/num/06996967773904;5;
+496967773904;7;7;49;69;3368;Aggressive Werbung;DWG;Frankfurt am Main;https://www.tellows.de/num/06996967773904;5;
015215218820719;8;10;49;1521;8091;Ping Anruf;Outfittery;Lyca­mobile;https://www.tellows.de/num/015215218820719;10;
+4915218820719;8;10;49;1521;8091;Ping Anruf;Outfittery;Lyca­mobile;https://www.tellows.de/num/015215218820719;10;
+43720607050;8;43;43;720;13231;Aggressive Werbung;Lotterie;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607050;5;
034134125040672;7;61;49;341;18912;Telefonterror;Strato;Leipzig;https://www.tellows.de/num/034134125040672;7;
+4934125040672;7;61;49;341;18912;Telefonterror;Strato;Leipzig;https://www.tellows.de/num/034134125040672;7;
0043720607021;8;44;43;720;12463;Aggressive Werbung;Verwaltungszentrale dlg24;ortunabhängige Servicerufnummer;https://www.tellows.de/num/0043720607021;5;
033753756709710;7;33;49;3375;4756;Telefonterror;Unbekannt / Telefonterror;Königs Wusterhausen;https://www.tellows.de/num/033753756709710;7;
+4933756709710;7;33;49;3375;4756;Telefonterror;Unbekannt / Telefonterror;Königs Wusterhausen;https://www.tellows.de/num/033753756709710;7;
+43720607031;8;50;43;720;12424;Gewinnspiel;Gewinnspiel Anruf;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607031;3;
040940299968888;8;14;49;40;3034;Telefonterror;Aloch;Hamburg;https://www.tellows.de/num/040940299968888;7;
+4940299968888;8;14;49;40;3034;Telefonterror;Aloch;Hamburg;https://www.tellows.de/num/040940299968888;7;
+43720607027;8;45;43;720;10714;Gewinnspiel;Gewinnspiel Firma;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607027;3;
069969580007000;7;43;49;69;40197;Aggressive Werbung;Commerzbank;Frankfurt am Main;https://www.tellows.de/num/069969580007000;5;
+4969580007000;7;43;49;69;40197;Aggressive Werbung;Commerzbank;Frankfurt am Main;https://www.tellows.de/num/069969580007000;5;
00492038795500;7;131;49;203;172575;Telefonterror;Commerz Finanz;Duisburg;https://www.tellows.de/num/00492038795500;7;
02038795500;7;131;49;203;172575;Telefonterror;Commerz Finanz;Duisburg;https://www.tellows.de/num/00492038795500;7;
004915792530171;7;22;49;1579;10927;Aggressive Werbung;Angeblich Telekom;simquadrat;https://www.tellows.de/num/004915792530171;5;
015792530171;7;22;49;1579;10927;Aggressive Werbung;Angeblich Telekom;simquadrat;https://www.tellows.de/num/004915792530171;5;
01631632391253;8;99;49;163;19549;Aggressive Werbung;Kraftsolarenergie;E-Plus Mobilfunk;https://www.tellows.de/num/01631632391253;5;
+491632391253;8;99;49;163;19549;Aggressive Werbung;Kraftsolarenergie;E-Plus Mobilfunk;https://www.tellows.de/num/01631632391253;5;
017617625834372;8;41;49;176;8729;Telefonterror;Irgendwas mit 77;O2 (Germany);https://www.tellows.de/num/017617625834372;7;
+4917625834372;8;41;49;176;8729;Telefonterror;Irgendwas mit 77;O2 (Germany);https://www.tellows.de/num/017617625834372;7;
04314313630199633;8;19;49;431;5249;Aggressive Werbung;Google Eintrag;Kiel;https://www.tellows.de/num/04314313630199633;5;
+494313630199633;8;19;49;431;5249;Aggressive Werbung;Google Eintrag;Kiel;https://www.tellows.de/num/04314313630199633;5;
022822896215753;7;82;49;228;70793;Aggressive Werbung;Telekom;Bonn;https://www.tellows.de/num/022822896215753;5;
+4922896215753;7;82;49;228;70793;Aggressive Werbung;Telekom;Bonn;https://www.tellows.de/num/022822896215753;5;
072172118122011;7;24;49;721;13426;Vermarkter Hotline;1und1;Karlsruhe;https://www.tellows.de/num/072172118122011;9;
+4972118122011;7;24;49;721;13426;Vermarkter Hotline;1und1;Karlsruhe;https://www.tellows.de/num/072172118122011;9;
01781784239109;8;65;49;178;10413;Telefonterror;Medienvertrieb;E-Plus Mobilfunk;https://www.tellows.de/num/01781784239109;7;
+491784239109;8;65;49;178;10413;Telefonterror;Medienvertrieb;E-Plus Mobilfunk;https://www.tellows.de/num/01781784239109;7;
08008006060805;7;20;49;800;18806;Ping Anruf;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008006060805;10;
+498006060805;7;20;49;800;18806;Ping Anruf;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008006060805;10;
+43720607057;8;49;43;720;11296;Aggressive Werbung;Pflege Fake;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720607057;5;
021611619039939;8;26;49;2161;1397;Telefonterror;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039939;7;
+4921619039939;8;26;49;2161;1397;Telefonterror;Callcenter Anruf;Mönchengladbach;https://www.tellows.de/num/021611619039939;7;
040940299968880;8;11;49;40;2425;Aggressive Werbung;040299968880;Hamburg;https://www.tellows.de/num/040940299968880;5;
+4940299968880;8;11;49;40;2425;Aggressive Werbung;040299968880;Hamburg;https://www.tellows.de/num/040940299968880;5;
054154120089044;8;21;49;541;15336;Aggressive Werbung;Telekommunikation;Osnabrück;https://www.tellows.de/num/054154120089044;5;
